FIRM,ESTAB,EMP,FIRMDEATH_FIRMS,ESTABS_ENTRY,ESTABS_EXIT,JOB_CREATION,JOB_DESTRUCTION,NET_JOB_CREATION,YEAR,state
54680,65572,1028244,5237,10267,7502,212385,133673,78712,1978,01
56228,67501,1088895,5572,9483,7685,215875,158362,57513,1979,01
67517,91824,1600965,4517,7429,7051,190219,184135,6084,2014,01
68371,94546,1781932,4636,7307,7395,203807,184549,19258,2020,01
12850,15628,213687,1042,2131,1844,39775,37983,1792,2002,02
13824,17719,264091,947,1763,1588,37109,36397,712,2014,02
14451,18396,251083,966,1976,1689,28388,41291,-12903,2021,02
55902,67287,1082002,6318,8517,8731,168599,174977,-6378,1980,01
55370,67099,1070067,6269,8309,8490,167433,176020,-8587,1981,01
53714,65802,1044027,6600,7771,9131,157072,188371,-31299,1982,01
53814,65471,1008620,5579,8360,8714,162809,200970,-38161,1983,01
57420,69650,1099112,4928,10803,6647,214952,125009,89943,1984,01
58435,70929,1163406,6164,9895,8605,203575,167516,36059,1985,01
59638,72877,1214885,6059,10467,8507,228960,176107,52853,1986,01
60936,74690,1203369,6165,10756,8948,221312,204056,17256,1987,01
62232,76602,1233903,6003,10497,8697,216312,187945,28367,1988,01
63369,78414,1303017,6194,10530,8755,238253,167999,70254,1989,01
64305,79776,1356147,6319,9986,8628,225819,175537,50282,1990,01
64055,80297,1347991,6313,9762,9169,208487,221975,-13488,1991,01
64662,81106,1362054,5785,9465,8606,212274,204645,7629,1992,01
66336,82762,1415067,5365,9599,7941,224650,171029,53621,1993,01
68215,84952,1450972,5722,10342,8238,220244,191363,28881,1994,01
70164,87473,1517425,5771,10643,8116,247373,175859,71514,1995,01
71049,89037,1525167,6274,10519,8637,230036,212058,17978,1996,01
71664,90071,1550255,6656,10773,9760,265324,244521,20803,1997,01
72228,91138,1605798,6458,10110,9369,247085,220509,26576,1998,01
72231,91525,1618074,6271,9670,9290,248234,236881,11353,1999,01
71652,91235,1652942,6436,9241,9573,251594,220756,30838,2000,01
70622,90726,1607531,6417,9451,9944,232374,274296,-41922,2001,01
70694,91379,1580317,6045,10230,9843,256717,288148,-31431,2002,01
71006,91900,1599218,5913,9549,8975,251048,231733,19315,2003,01
71887,93046,1638483,5607,9679,8532,251736,213970,37766,2004,01
72505,94174,1677276,5684,9698,8546,263962,227143,36819,2005,01
73340,96154,1715506,5970,10753,8775,270161,231566,38595,2006,01
74187,97869,1717477,5861,10821,9064,257399,256285,1114,2007,01
73330,97142,1708691,6428,9018,9705,235276,244554,-9278,2008,01
71156,94832,1608780,6874,7679,10218,172022,277286,-105264,2009,01
69381,93020,1569737,6037,7476,9180,177889,215130,-37241,2010,01
68329,91890,1589338,5479,7570,8693,210931,188230,22701,2011,01
68004,91810,1586610,4986,7849,7902,205162,208941,-3779,2012,01
67615,91425,1597356,4867,7444,7803,194114,181502,12612,2013,01
67442,92446,1637725,4614,7824,7215,199131,162466,36665,2015,01
68087,93727,1672674,4278,7799,6501,199540,163560,35980,2016,01
68265,93916,1696233,4504,7631,7439,221624,194617,27007,2017,01
68246,93681,1720839,4481,7024,7227,208345,187981,20364,2018,01
68736,94633,1762162,4508,7701,6759,204715,165544,39171,2019,01
69639,95883,1723274,4401,8972,7634,181806,241945,-60139,2021,01
70912,97218,1775303,5041,9563,8211,253994,201551,52443,2022,01
71429,98246,1818849,5927,9094,8044,223092,179480,43612,2023,01
7127,8438,107835,827,1920,1266,35143,35629,-486,1978,02
7330,8638,109325,950,1651,1468,27226,26129,1097,1979,02
7327,8649,106933,966,1448,1434,23309,25742,-2433,1980,02
7677,9047,119544,814,1648,1244,32893,19995,12898,1981,02
8115,9585,130776,884,1855,1319,38111,28335,9776,1982,02
9174,10820,136155,872,2529,1293,38110,32396,5714,1983,02
10243,11970,146084,1032,2616,1472,37912,29572,8340,1984,02
10568,12353,152537,1502,2411,2026,39217,32823,6394,1985,02
10569,12386,145187,1620,2297,2265,34046,41570,-7524,1986,02
10002,11822,139800,1715,1912,2472,32405,38306,-5901,1987,02
10011,11869,137015,1227,1952,1917,30517,33001,-2484,1988,02
10319,12300,145195,1036,1946,1532,32287,24337,7950,1989,02
10612,12664,158120,1047,1871,1504,35438,22841,12597,1990,02
10817,13085,160858,984,1909,1480,31589,30209,1380,1991,02
10982,13358,163816,927,1808,1498,34138,29224,4914,1992,02
11297,13591,165374,889,1724,1487,29491,27873,1618,1993,02
11658,13957,173362,924,1827,1473,33640,27788,5852,1994,02
12052,14379,176751,974,1888,1470,30245,26586,3659,1995,02
12232,14589,177563,1011,1838,1541,29511,28020,1491,1996,02
12430,14822,183874,1044,1904,1639,36353,30276,6077,1997,02
12724,15189,196311,1016,1903,1618,36644,28013,8631,1998,02
12787,15303,196143,1053,1729,1613,28878,28034,844,1999,02
12799,15381,207991,1113,1777,1718,38936,28061,10875,2000,02
12738,15322,210785,1022,1749,1762,35790,32366,3424,2001,02
13072,15939,218143,953,1968,1651,40171,34099,6072,2003,02
13398,16263,223947,989,1940,1616,35215,29480,5735,2004,02
13573,16568,227658,1019,1911,1594,36286,29014,7272,2005,02
13801,17031,242008,1125,2175,1710,40862,29958,10904,2006,02
13839,17182,244710,1148,2030,1862,42762,39770,2992,2007,02
13679,17019,247205,1197,1812,1964,35509,32849,2660,2008,02
13563,17004,251513,1079,1806,1873,39366,35504,3862,2009,02
13603,17141,253661,947,1746,1613,33302,31555,1747,2010,02
13619,17335,254198,956,1780,1585,31712,30850,862,2011,02
13719,17420,257575,883,1728,1653,37282,34527,2755,2012,02
13799,17542,264968,927,1749,1626,34459,27194,7265,2013,02
13916,17897,266548,933,1757,1576,36225,33830,2395,2015,02
14020,18107,265074,989,1850,1642,34712,36489,-1777,2016,02
13983,18068,260545,1018,1759,1789,34183,37640,-3457,2017,02
14056,18083,260844,927,1653,1630,31328,32504,-1176,2018,02
14113,18125,263816,943,1651,1557,30563,27992,2571,2019,02
14106,18107,263827,976,1653,1666,29693,29913,-220,2020,02
14667,18583,257037,1112,2028,1829,40750,34135,6615,2022,02
14857,18870,265960,1267,2000,1708,37232,28189,9043,2023,02
17941,22921,350598,1322,2107,1819,43780,37595,6185,2023,38
14693,16670,289041,1419,3510,2038,81731,35019,46712,1978,32
15730,17955,335212,1691,3593,2351,88453,47612,40841,1979,32
16361,18757,345129,1907,3393,2608,68643,57967,10676,1980,32
16899,19493,352483,1991,3444,2683,72543,64561,7982,1981,32
17046,19833,353847,2105,3314,2980,74520,72395,2125,1982,32
17311,20106,339220,1980,3192,2931,60414,76969,-16555,1983,32
18451,21339,371958,1728,3702,2485,78153,45597,32556,1984,32
18874,21781,388960,2170,3536,3093,78126,59328,18798,1985,32
19371,22480,407313,2174,3792,3083,80952,64854,16098,1986,32
20243,23521,442455,2122,4196,3158,102448,70069,32379,1987,32
21155,24737,469616,2167,4311,3115,111952,88769,23183,1988,32
22339,26154,508387,2090,4431,3022,116219,77478,38741,1989,32
23422,27459,547988,2280,4463,3166,115315,75149,40166,1990,32
24139,28666,538902,2382,4613,3378,96062,95761,301,1991,32
24470,29194,540884,2479,4319,3756,91637,88101,3536,1992,32
25275,29889,565076,2398,4433,3740,102257,78886,23371,1993,32
26720,31623,626804,2399,5142,3444,133745,79693,54052,1994,32
28181,33387,665582,2610,5399,3624,124302,81406,42896,1995,32
29096,34678,701193,2853,5519,4077,141917,100162,41755,1996,32
30552,36585,752560,2991,6459,4571,155980,113085,42895,1997,32
32037,38598,805739,2916,6248,4373,153934,113239,40695,1998,32
33293,40648,860966,3095,6714,4679,177841,123157,54684,1999,32
34260,42033,916559,3320,6498,5133,178642,125769,52873,2000,32
34937,42879,936996,3643,6553,5736,163557,144690,18867,2001,32
35544,44158,934566,3617,7048,5848,185206,191667,-6461,2002,32
37047,45908,972324,3561,7337,5475,174194,138058,36136,2003,32
38714,47884,1025102,3671,7585,5601,184882,132966,51916,2004,32
40332,49967,1083010,3857,7919,5700,200758,143063,57695,2005,32
42517,53034,1163826,4106,8926,5832,220646,143867,76779,2006,32
43621,54772,1188392,4633,8628,6886,222474,198854,23620,2007,32
43254,54754,1154519,5318,7629,7592,179888,212382,-32494,2008,32
41687,53280,1044507,5633,6636,8321,136752,252425,-115673,2009,32
40652,52331,999472,4924,6562,7533,138995,185798,-46803,2010,32
40467,52254,997946,4406,6525,6617,131751,136515,-4764,2011,32
40941,52712,1017522,3928,6505,6185,143225,123454,19771,2012,32
41468,53322,1050439,3848,6547,5859,162510,128731,33779,2013,32
42492,54706,1086794,3644,6973,5603,151490,117211,34279,2014,32
43591,56325,1125003,3685,7159,5585,165994,126651,39343,2015,32
44730,57998,1161034,3689,7235,5568,158665,128164,30501,2016,32
45352,58781,1191323,3866,6879,6108,170103,138350,31753,2017,32
46563,60043,1219417,3771,7284,6000,166821,139379,27442,2018,32
47421,61110,1262679,4117,7128,6050,171344,129065,42279,2019,32
48276,62315,1276693,3882,7309,6116,164068,149250,14818,2020,32
50104,64306,1165697,3985,8670,6684,156267,268100,-111833,2021,32
52610,67016,1291230,4508,9438,6715,253017,127807,125210,2022,32
53623,68195,1336937,5502,8474,7271,200067,154193,45874,2023,32
13253,15036,157288,1073,2051,1494,33026,18756,14270,1978,38
13905,15736,170946,1101,2202,1538,34463,22002,12461,1979,38
14029,15950,174162,1296,1952,1749,29958,26837,3121,1980,38
14141,16170,174905,1234,1901,1664,27978,26950,1028,1981,38
14048,16186,178138,1378,1911,1915,30604,27612,2992,1982,38
14252,16398,174857,1250,1967,1755,27531,30884,-3353,1983,38
14790,16997,181332,1175,2213,1617,31162,24763,6399,1984,38
14533,16739,182246,1510,1824,2085,28356,27731,625,1985,38
14419,16681,181359,1320,1769,1827,27372,28331,-959,1986,38
14435,16740,180103,1255,1920,1845,28320,29728,-1408,1987,38
14633,16952,186501,1116,1873,1699,30123,24516,5607,1988,38
14707,17105,190353,1157,1747,1598,28551,24876,3675,1989,38
14735,17172,196523,1176,1645,1587,27784,21661,6123,1990,38
14619,17246,200086,1152,1755,1653,30756,26814,3942,1991,38
14602,17313,207651,1064,1676,1607,30866,24247,6619,1992,38
14870,17588,214180,957,1681,1403,30970,23799,7171,1993,38
15133,17903,222315,986,1666,1374,31661,24432,7229,1994,38
15377,18171,230677,970,1658,1388,34802,25510,9292,1995,38
15441,18255,231994,1019,1622,1473,32161,28834,3327,1996,38
15304,18118,240676,1204,1634,1770,38989,30533,8456,1997,38
15439,18280,251512,1031,1643,1539,37557,29475,8082,1998,38
15371,18296,251110,1002,1477,1471,31900,32929,-1029,1999,38
15253,18205,256079,1099,1410,1522,33031,28442,4589,2000,38
15173,18197,257218,1025,1503,1538,32269,30621,1648,2001,38
15035,18233,254501,1015,1655,1669,36474,40312,-3838,2002,38
15100,18278,260378,888,1503,1447,35360,29254,6106,2003,38
15370,18569,266578,884,1645,1347,33375,27110,6265,2004,38
15536,18822,271241,970,1726,1457,34679,30116,4563,2005,38
15637,19108,280641,1133,1973,1685,38971,29816,9155,2006,38
15776,19354,289947,973,1866,1592,44574,34897,9677,2007,38
15842,19452,305142,1003,1680,1568,49144,33081,16063,2008,38
15846,19460,292671,1002,1539,1576,32914,37256,-4342,2009,38
16046,19714,295225,834,1625,1370,34713,31962,2751,2010,38
16318,20137,308702,938,1916,1492,42414,31267,11147,2011,38
16983,20927,331673,975,2286,1491,55272,32050,23222,2012,38
17345,21479,342644,1124,2265,1706,52402,41447,10955,2013,38
17707,22066,357801,1171,2282,1705,53427,37909,15518,2014,38
17934,22481,363493,1255,2227,1823,46374,40884,5490,2015,38
17724,22455,345871,1327,1894,1919,34303,52528,-18225,2016,38
17504,22227,339617,1285,1830,2057,41378,47145,-5767,2017,38
17411,22132,343675,1146,1748,1836,42664,38885,3779,2018,38
17526,22374,350783,1062,1829,1586,37033,30292,6741,2019,38
17505,22383,353047,1115,1813,1799,38516,36689,1827,2020,38
17594,22502,332353,1089,1941,1816,30026,50432,-20406,2021,38
17717,22634,344240,1156,2061,1925,48320,36368,11952,2022,38
536734,662455,10852695,50497,83668,73852,1890203,1683460,206743,1996,06
177755,212489,3872342,13491,24971,20618,673621,529339,144282,1978,42
182569,218378,4045214,13103,24000,18710,623653,461069,162584,1979,42
181884,218270,4060494,15287,21314,21526,534727,527093,7634,1980,42
179335,217034,4014238,15582,20743,21890,507223,548156,-40933,1981,42
176891,215426,3962006,15560,21029,22645,538573,579541,-40968,1982,42
180159,218717,3881132,13591,23887,20633,555666,644866,-89200,1983,42
184526,223520,3976365,14153,25635,20895,616660,492318,124342,1984,42
186153,225265,4051678,16686,26137,24386,614458,541606,72852,1985,42
191670,232165,4153672,14919,28561,21588,671650,559652,111998,1986,42
196202,238631,4282508,15869,29823,23353,726366,617604,108762,1987,42
201481,245876,4382278,15922,29971,23115,723803,626032,97771,1988,42
205979,251714,4499713,16100,28912,23196,696540,586035,110505,1989,42
209270,256450,4599499,16392,27512,22843,653819,566039,87780,1990,42
207581,256926,4503315,17737,26030,25238,596037,699716,-103679,1991,42
205455,255147,4471192,16574,23771,25242,622861,673831,-50970,1992,42
206067,255178,4504838,15251,22833,22778,618438,588423,30015,1993,42
226949,278634,4427639,23333,48499,33395,1073897,639871,434026,1978,48
237623,292195,4717112,24893,47394,34050,1026616,724762,301854,1979,48
244371,301390,4893194,26366,46354,36964,971533,790917,180616,1980,48
252337,313604,5178089,26944,50097,37520,1062286,770244,292042,1981,48
258663,324146,5470034,29367,50884,40550,1174841,886538,288303,1982,48
267910,334938,5254284,29678,53043,42294,989422,1226070,-236648,1983,48
280182,349088,5534589,31422,57605,43465,1199034,911054,287980,1984,48
283452,353327,5682219,36782,54637,50397,1183008,993817,189191,1985,48
285057,357634,5660135,35925,53788,49419,1093546,1116009,-22463,1986,48
277905,352097,5427873,39178,50952,56394,1044167,1263811,-219644,1987,48
275464,351628,5513023,35738,50470,51352,1132053,1069757,62296,1988,48
275345,352352,5650433,32780,48432,47830,1114608,970290,144318,1989,48
279668,358319,5876469,30186,48935,43017,1138911,918794,220117,1990,48
281329,363987,5933636,29987,49929,43798,1104830,1044578,60252,1991,48
285519,368991,5992335,27735,48439,43029,1116406,1072532,43874,1992,48
293907,376148,6149075,26650,47998,40790,1152917,998021,154896,1993,48
301753,386268,6359100,27928,50387,40816,1126160,947938,178222,1994,48
308918,395917,6660363,28724,51346,41606,1231334,924880,306454,1995,48
313662,402617,6808504,29890,51614,43262,1229674,1028236,201438,1996,48
316834,408113,7093189,31659,53169,47827,1426237,1163502,262735,1997,48
322527,416742,7541977,28790,51549,44463,1444142,1099080,345062,1998,48
323199,420805,7698271,30364,50737,46727,1405018,1263806,141212,1999,48
323973,424421,8021020,29597,49475,46142,1468112,1175570,292542,2000,48
325723,427939,8114051,29108,51187,47768,1440551,1360395,80156,2001,48
328305,434109,7967147,29649,55336,50205,1482983,1678150,-195167,2002,48
332231,438204,7992684,29849,52590,48364,1381901,1351810,30091,2003,48
337218,445131,8091970,29793,53168,46298,1351666,1258810,92856,2004,48
342036,452892,8267151,30008,53861,46134,1352274,1191352,160922,2005,48
40660,48980,705343,4302,9724,6153,192508,103188,89320,1978,04
42672,51555,797124,4756,9015,6567,194973,106488,88485,1979,04
44624,53951,821557,4791,9092,6712,163757,140760,22997,1980,04
46265,56249,845184,5222,9463,7119,161214,136322,24892,1981,04
47214,57938,848033,5775,9573,7909,160117,157502,2615,1982,04
49266,60368,856642,5200,10102,7690,174995,166550,8445,1983,04
53154,64517,965019,5003,11422,7300,233666,127046,106620,1984,04
56223,67854,1075194,6119,11996,8667,275332,165298,110034,1985,04
58630,71300,1140911,6607,12659,9214,267812,203058,64754,1986,04
60565,74215,1169581,7146,13143,10232,263409,237768,25641,1987,04
62096,76540,1196441,7372,12718,10510,260126,225915,34211,1988,04
62717,77554,1230963,7697,12060,11061,256305,219559,36746,1989,04
63628,78756,1256814,7471,11753,10564,245602,220112,25490,1990,04
64194,80199,1253393,7191,11928,10406,235617,238883,-3266,1991,04
65036,80954,1268556,6528,11193,10358,242772,225467,17305,1992,04
36580,41940,580104,3854,6971,5121,116283,69225,47058,1978,05
37386,42835,604694,3965,6192,5293,106054,80932,25122,1979,05
37412,42910,606620,4107,5542,5479,95475,95073,402,1980,05
37051,42812,602283,4076,5441,5480,89612,92631,-3019,1981,05
36447,42425,582912,4247,5465,5840,84406,103941,-19535,1982,05
37122,43186,581585,3608,5833,5087,91784,92051,-267,1983,05
39255,45423,630611,3540,7088,4896,118994,72292,46702,1984,05
39571,45802,647100,4394,6222,5849,112993,95741,17252,1985,05
39824,46205,669391,4292,6224,5805,124602,98434,26168,1986,05
39904,46564,685023,4359,6423,6072,121252,107959,13293,1987,05
40141,47181,704276,4000,6257,5674,124069,106518,17551,1988,05
40533,47912,724379,3933,6025,5311,123011,101087,21924,1989,05
41360,48995,747870,3785,6163,5088,122728,97776,24952,1990,05
41212,49400,757377,3955,5968,5524,115925,112535,3390,1991,05
41673,50045,779716,3579,5976,5282,126078,114830,11248,1992,05
43087,51407,809289,3423,6313,4952,128621,99229,29392,1993,05
44200,52903,837758,3671,6577,5107,134243,106459,27784,1994,05
45421,54503,881068,3741,6733,5127,145785,101098,44687,1995,05
45815,55152,890373,4061,6434,5573,129287,114658,14629,1996,05
46076,55638,905859,4324,6693,6208,144445,131038,13407,1997,05
46073,56083,947370,4242,6345,6083,150207,117864,32343,1998,05
46100,56352,951498,4146,6284,6056,142343,138609,3734,1999,05
46208,56779,987881,4002,6270,5877,150788,115097,35691,2000,05
45630,56532,982479,4308,6138,6387,142357,146758,-4401,2001,05
46049,57468,969782,3908,6875,6124,150739,169908,-19169,2002,05
46569,58325,979974,3786,6479,5595,141289,131369,9920,2003,05
47225,59151,995445,3793,6292,5471,144904,130640,14264,2004,05
47592,59985,1012458,3984,6428,5598,138582,122003,16579,2005,05
47932,61169,1042867,4224,7117,5926,146812,116168,30644,2006,05
48092,61810,1026895,4040,6687,6005,144316,160181,-15865,2007,05
47525,61319,1012848,4196,5761,6221,126226,139963,-13737,2008,05
46680,60559,969382,4342,5428,6412,112146,158124,-45978,2009,05
46201,60247,963442,3677,5223,5565,115872,122750,-6878,2010,05
45765,59945,977301,3660,5282,5571,123603,110261,13342,2011,05
45708,59859,973813,3300,5057,5132,116848,120221,-3373,2012,05
45563,59902,975156,3370,5215,5183,116623,115602,1021,2013,05
45450,59927,984978,3236,4889,4867,113948,104813,9135,2014,05
45388,60159,998214,3097,5116,4895,120146,107710,12436,2015,05
45694,60969,1021631,3119,5482,4669,123840,100435,23405,2016,05
45819,61356,1028539,3046,5331,4931,136059,120694,15365,2017,05
45933,61527,1040282,3154,5080,4885,124074,111298,12776,2018,05
46188,62092,1054428,3210,5418,4866,120700,107227,13473,2019,05
46088,62278,1055133,3275,5275,5093,115909,117021,-1112,2020,05
46777,62980,1039744,3156,6016,5308,123658,140121,-16463,2021,05
47291,63552,1097164,3520,6196,5615,177167,119603,57564,2022,05
47875,64549,1120115,3921,6162,5157,130755,107677,23078,2023,05
388398,467513,7362671,37517,82149,54446,1728546,1034639,693907,1978,06
411751,494207,8055808,38666,81147,55858,1764445,1097077,667368,1979,06
424709,509799,8261429,44264,78205,62527,1569429,1364214,205215,1980,06
433401,521994,8445877,46806,78300,65847,1581027,1400776,180251,1981,06
430722,523050,8334896,51705,74204,73319,1491715,1584490,-92775,1982,06
438902,531259,8280440,44940,75920,67750,1567694,1593075,-25381,1983,06
462353,556439,8956008,41966,86063,61201,1948519,1246963,701556,1984,06
476452,570275,9335975,50852,86874,73059,1946854,1567062,379792,1985,06
490778,590423,9673488,49639,92093,71745,2019856,1643403,376453,1986,06
504402,609002,10022764,53106,95776,77209,2178089,1860747,317342,1987,06
517133,627297,10394671,53282,94159,77099,2192566,1845403,347163,1988,06
528215,643670,10801203,54447,94356,78203,2146287,1733795,412492,1989,06
541644,660984,11262202,55117,94188,76972,2172358,1754353,418005,1990,06
539337,666897,10818248,60250,92040,85368,1803618,2242409,-438791,1991,06
531518,658959,10446004,58957,81536,88793,1790309,2144359,-354050,1992,06
526574,649101,10452006,55680,75694,85464,1795942,1869337,-73395,1993,06
526641,649243,10429157,53793,80501,81237,1809481,1814047,-4566,1994,06
531577,655758,10706609,51356,82218,75577,1846880,1567157,279723,1995,06
578004,720469,12637954,52847,94942,86401,2293305,2686108,-392803,2002,06
208070,273451,4957729,14325,21215,23888,540978,611646,-70668,2010,42
98332,118749,1921584,8336,15548,12889,362654,267790,94864,2000,08
542404,667158,11252313,51661,86820,82345,2217999,1852853,365146,1997,06
553436,681113,11889863,46822,84064,72830,2201769,1708045,493724,1998,06
561198,691186,12169960,46912,84751,74840,2175070,1919606,255464,1999,06
569105,701933,12703101,46504,83704,73186,2337109,1836977,500132,2000,06
574491,710061,12925160,49220,85693,77892,2249696,2016533,233163,2001,06
587014,729162,12775745,52433,90613,81689,2240321,2098693,141628,2003,06
595745,738839,12954769,52730,90479,80970,2143405,1969823,173582,2004,06
606436,753532,13142196,54385,95357,80756,2083861,1915619,168242,2005,06
624038,778867,13707707,55835,105791,80346,2346579,1838818,507761,2006,06
631940,790026,13689685,58428,100798,89425,2176676,2203701,-27025,2007,06
625520,784638,13534497,62229,88006,92958,2000822,2107809,-106987,2008,06
608810,767112,12719404,64940,78550,98783,1548552,2434318,-885766,2009,06
597479,755533,12335868,56522,77527,89534,1542223,1927036,-384813,2010,06
598168,758091,12536498,51200,82625,80115,1734287,1541766,192521,2011,06
606523,766165,12815373,47010,84832,76632,1863421,1585223,278198,2012,06
612090,772450,13236278,48367,84097,77560,1969673,1540027,429646,2013,06
623004,786686,13593874,47268,87998,73911,1985662,1622224,363438,2014,06
633030,800768,14071898,49005,89248,75223,2026439,1554879,471560,2015,06
644397,817096,14347825,50088,91782,75459,2023790,1718753,305037,2016,06
652550,826725,14654515,51046,89984,80350,2161269,1828498,332771,2017,06
661397,834583,14979595,51878,88231,80160,2008211,1705105,303106,2018,06
672173,847440,15304450,53587,92321,79403,2027006,1692197,334809,2019,06
685122,862365,15375464,55829,99289,84334,2044401,1909670,134731,2020,06
683804,859303,14520665,60939,101876,104859,1891703,2736302,-844599,2021,06
718289,893219,15662458,57969,120328,86207,2889774,1717255,1172519,2022,06
725847,903355,15907513,71550,102404,92125,2130913,1903480,227433,2023,06
205834,256017,4542674,15476,23389,22846,621403,598062,23341,1994,42
208953,260144,4653033,14539,25470,21317,641847,531488,110359,1995,42
208543,261140,4646625,15602,24588,22520,623692,580605,43087,1996,42
209888,263398,4750940,15717,26707,24509,736612,642523,94089,1997,42
212227,266766,4892126,14195,24599,22164,693284,596897,96387,1998,42
212310,267317,4940574,14905,23909,23416,685013,640568,44445,1999,42
212797,268791,5063424,14284,23793,22591,735021,622035,112986,2000,42
212314,269354,5062248,14531,24676,23936,701166,697778,3388,2001,42
211987,270515,5012916,15044,26585,26236,759703,848172,-88469,2002,42
212696,271706,4987016,14676,25290,24031,693267,717850,-24583,2003,42
215154,274326,5049211,14353,25432,22840,673113,615228,57885,2004,42
216403,276602,5068040,15418,26388,24137,642798,634422,8376,2005,42
216624,279838,5186254,16571,27892,24646,693645,578975,114670,2006,42
215984,279778,5179861,15683,26376,26293,685862,690551,-4689,2007,42
214002,278894,5204397,15770,24082,24884,662903,639737,23166,2008,42
210997,276052,5025731,15609,21689,25434,527232,713928,-186696,2009,42
207346,273781,5056598,13388,22254,21913,612500,519670,92830,2011,42
208231,274298,5145124,12719,22261,21721,630756,541987,88769,2012,42
207558,274980,5158236,13105,22366,21747,587324,577770,9554,2013,42
207123,275340,5230799,13106,22050,21712,579902,509938,69964,2014,42
206903,276231,5290142,13048,22573,21721,607612,552103,55509,2015,42
208189,279539,5349486,12855,23589,20300,605303,547183,58120,2016,42
207435,278739,5416046,13313,21908,22708,655763,583085,72678,2017,42
207343,279267,5471138,12886,21914,21228,608777,559027,49750,2018,42
208529,280111,5556376,12960,21888,21037,590332,507797,82535,2019,42
207745,279866,5531813,13407,21620,21870,577755,571510,6245,2020,42
205854,277255,5257099,14253,24456,27045,571601,846458,-274857,2021,42
210907,282450,5594746,13735,27736,22532,829522,522329,307193,2022,42
211009,282707,5681241,16423,23346,23053,679057,562881,116176,2023,42
348430,465478,8710930,30843,59637,47035,1543144,1115018,428126,2006,48
353737,475203,8987431,30815,59808,49678,1619356,1347959,271397,2007,48
356176,479690,9151187,31629,54112,49391,1508574,1334403,174171,2008,48
354579,480071,8885217,32834,49722,51005,1205107,1506852,-301745,2009,48
354302,481469,8768612,30058,49131,47837,1199389,1314957,-115568,2010,48
356235,485774,8959044,30087,50967,46662,1309555,1132382,177173,2011,48
363094,493816,9318290,27443,53255,45137,1452323,1100938,351385,2012,48
369218,502054,9634995,27842,53008,44636,1451040,1145538,305502,2013,48
376035,512866,9914470,28049,55213,44490,1454276,1179155,275121,2014,48
382583,522395,10248125,29117,55689,46208,1503865,1188836,315029,2015,48
388412,534133,10443895,30425,57976,46231,1448765,1254105,194660,2016,48
393552,540585,10580025,31339,57983,51436,1582934,1426889,156045,2017,48
399487,546695,10800658,31489,56584,50261,1500815,1285682,215133,2018,48
407546,557547,11109140,32069,58934,48121,1488314,1186179,302135,2019,48
411932,563594,11225437,33310,58946,52882,1486323,1383581,102742,2020,48
423884,576403,10839032,32759,67551,54730,1355410,1748399,-392989,2021,48
438100,592192,11543459,37344,72925,57006,1971870,1270582,701288,2022,48
448396,606811,11984314,42636,71036,56311,1792537,1343815,448722,2023,48
67133,82559,1314484,6216,11240,9631,247436,201646,45790,1993,04
69841,86219,1415732,6448,12848,9310,300404,202740,97664,1994,04
72551,89498,1500898,6657,13015,9720,292662,206130,86532,1995,04
74457,92254,1570493,6982,13223,10053,295519,213827,81692,1996,04
76606,95246,1672602,7476,14446,11484,367295,277874,89421,1997,04
78049,97332,1753199,7434,12982,11241,337885,268426,69459,1998,04
79583,99841,1816587,7308,13841,11339,348825,280744,68081,1999,04
80453,101842,1920817,7647,13568,11621,376454,282027,94427,2000,04
81664,103385,1944283,7424,14038,12524,356857,337672,19185,2001,04
82247,105214,1936027,7875,14864,13155,387471,401602,-14131,2002,04
83813,107078,1978714,7831,14433,12525,388711,350729,37982,2003,04
86329,110284,2047476,7404,14870,11713,373713,302108,71605,2004,04
89489,114818,2165357,7597,16344,11835,413268,296912,116356,2005,04
94775,122348,2345081,8081,19572,12041,459090,283209,175881,2006,04
97302,126302,2392521,9165,18277,14299,448051,401362,46689,2007,04
96436,125935,2316420,10865,15948,16260,351503,428251,-76748,2008,04
91525,120912,2123593,12228,13166,18640,278958,474789,-195831,2009,04
88673,117963,2060547,10030,13142,16117,288252,353779,-65527,2010,04
87773,117224,2117384,9005,13521,14254,323104,266094,57010,2011,04
87971,117392,2139984,7767,12977,12806,319409,299629,19780,2012,04
88748,118468,2188065,7351,13076,11965,310350,260322,50028,2013,04
89711,120422,2242326,7192,13398,11469,340008,287317,52691,2014,04
90991,122127,2312534,7091,13382,11672,332213,262238,69975,2015,04
92782,125127,2399844,6829,13840,10853,371685,286768,84917,2016,04
94323,127155,2456130,7063,13872,11849,359950,294325,65625,2017,04
95957,128619,2543851,7329,13574,12082,364604,275470,89134,2018,04
97589,130700,2613449,7427,13793,11718,356117,288215,67902,2019,04
98832,132339,2644141,7732,14122,12492,328184,306008,22176,2020,04
102450,136006,2619195,7878,16673,13003,360671,383727,-23056,2021,04
105880,139826,2799775,8968,17658,13800,496609,317230,179379,2022,04
107886,142865,2876740,10763,17539,14488,430147,353301,76846,2023,04
56022,65359,926756,5720,12646,8060,234318,123401,110917,1978,08
58728,68332,1024746,6357,11656,8861,230939,138009,92930,1979,08
60585,70462,1057940,6737,11421,9286,205348,174094,31254,1980,08
61978,72534,1093310,7192,11787,9641,224003,189086,34917,1981,08
